,ID,Count
0,18288,484.255797941335
1,18289,386.46146172074003
2,18290,327.06542963744647
3,18291,270.2424797901577
4,18292,227.46391191330284
5,18293,203.61772169267005
6,18294,218.94434196800296
7,18295,253.91760687476966
8,18296,292.4019672741452
9,18297,377.84722988715913
10,18298,536.3112308697389
11,18299,594.5713202936593
12,18300,600.870638677457
13,18301,531.4232351839507
14,18302,568.2208928466812
15,18303,561.0438005897314
16,18304,546.7240385806615
17,18305,559.4603653675745
18,18306,573.2293672993724
19,18307,608.2542659633835
20,18308,584.5113432572387
21,18309,545.5794902950802
22,18310,547.5587843227761
23,18311,534.6159225068866
24,18312,368.4497424439926
25,18313,294.0421707718728
26,18314,248.8502436616148
27,18315,205.6160659292136
28,18316,173.06766406524773
29,18317,154.92410712196667
30,18318,166.58548385093957
31,18319,193.19516101351383
32,18320,222.47628214319718
33,18321,287.4879663329613
34,18322,408.0565183190942
35,18323,452.38415473411123
36,18324,457.17703949863017
37,18325,404.3374492668447
38,18326,432.3352296672308
39,18327,426.8744839109347
40,18328,415.97918302547123
41,18329,425.66971506302275
42,18330,436.1459659144299
43,18331,462.7949290176972
44,18332,444.7299439558013
45,18333,415.10834467344745
46,18334,416.6143057333373
47,18335,406.7666299330149
48,18336,363.0325792425916
49,18337,289.71899112571634
50,18338,245.19150210928956
51,18339,202.59297849650113
52,18340,170.52312223735052
53,18341,152.64632245981943
54,18342,164.13624682062175
55,18343,190.35469297575904
56,18344,219.20530596930604
57,18345,283.26115042657955
58,18346,402.05703317773595
59,18347,445.7329388052657
60,18348,450.4553557800592
61,18349,398.39264404975415
62,18350,425.97878473857526
63,18351,420.5983260541793
64,18352,409.863214242627
65,18353,419.4112704211711
66,18354,429.7334933168943
67,18355,455.9906478078908
68,18356,438.1912647020773
69,18357,409.00517946441954
70,18358,410.4889990056798
71,18359,400.7861094837002
72,18360,512.6192557942313
73,18361,409.09698498733565
74,18362,346.2220542315106
75,18363,286.07091430385015
76,18364,240.78675307707445
77,18365,215.5438621578637
78,18366,231.7681814386702
79,18367,268.7898734977359
80,18368,309.5283102320232
81,18369,399.97820699739367
82,18370,567.7236394717143
83,18371,629.3960940090855
84,18372,636.0643712205119
85,18373,562.5493478650338
86,18374,601.5022896082837
87,18375,593.904826228052
88,18376,578.7463381408754
89,18377,592.2286472568736
90,18378,606.8041165714665
91,18379,643.8804666404621
92,18380,618.7468917411104
93,18381,577.5347522540992
94,18382,579.6299759680719
95,18383,565.9290348123552
96,18384,506.19834047113534
97,18385,403.97275863444963
98,18386,341.8853804369131
99,18387,282.4876756791134
100,18388,237.77073029807113
101,18389,212.84402427295157
102,18390,228.8651225879059
103,18391,265.4230920163016
104,18392,305.65125128888707
105,18393,394.96819972750495
106,18394,560.61250313658
107,18395,621.5124669727613
108,18396,628.0972193402778
109,18397,555.5030231574145
110,18398,593.9680520146544
111,18399,586.4657521860908
112,18400,571.4971347823382
113,18401,584.8105685308678
114,18402,599.2034698806299
115,18403,635.8154126890876
116,18404,610.9966534240907
117,18405,570.3007248576384
118,18406,572.3697044266668
119,18407,558.8403771578909
120,18408,521.6905974430708
121,18409,416.33639021135616
122,18410,352.3488208420059
123,18411,291.1332426696183
124,18412,245.0477301609194
125,18413,219.35813950278106
126,18414,235.8695653281672
127,18415,273.54639551029385
128,18416,315.005742108343
129,18417,407.0562457693512
130,18418,577.7701116585446
131,18419,640.5339257168613
132,18420,647.3202051689573
133,18421,572.5042554716726
134,18422,612.1465108503085
135,18423,604.414602294232
136,18424,588.9878686763535
137,18425,602.7087615576396
138,18426,617.5421592671382
139,18427,655.2746146906758
140,18428,629.696274515358
141,18429,587.7548424917507
142,18430,589.8871434124911
143,18431,575.9437495655629
144,18432,505.3945472219676
145,18433,403.3312895693085
146,18434,341.3425000305322
147,18435,282.0391129942326
148,18436,237.39317373064858
149,18437,212.5060488665584
150,18438,228.50170725087636
151,18439,265.00162621430525
152,18440,305.1659071209133
153,18441,394.341029017539
154,18442,559.722305541304
155,18443,620.5255662161107
156,18444,627.099862643579
157,18445,554.6209389145255
158,18446,593.0248890837242
159,18447,585.5345021704615
160,18448,570.589653461026
161,18449,583.8819467843218
162,18450,598.2519936203173
163,18451,634.8058002593815
164,18452,610.0264507465606
165,18453,569.3951433177831
166,18454,571.4608375504575
167,18455,557.9529935246221
168,18456,492.90281112281536
169,18457,393.3622306280814
170,18458,332.9056056215121
171,18459,275.068008560026
172,18460,231.5255740616695
173,18461,207.253579293022
174,18462,222.85387618330049
175,18463,258.45163393854483
176,18464,297.623182334572
177,18465,384.594180551064
178,18466,545.8877610887295
179,18467,605.1881597115164
180,18468,611.599960567038
181,18469,540.9124839221502
182,18470,578.367211324076
183,18471,571.061962808359
184,18472,556.48650294007
185,18473,569.4502533036923
186,18474,583.4651185616624
187,18475,619.1154320616245
188,18476,594.9485487824112
189,18477,555.3215172655005
190,18478,557.3361541463337
191,18479,544.1621808038421
192,18480,377.09687231701747
193,18481,300.9430328051718
194,18482,254.690498458924
195,18483,210.44165981964935
196,18484,177.12938102579284
197,18485,158.5600137882597
198,18486,170.4950708254473
199,18487,197.7292492640376
200,18488,227.69756766398262
201,18489,294.23500804704474
202,18490,417.63317777347265
203,18491,463.00113742634113
204,18492,467.90650618053616
205,18493,413.82682606256736
206,18494,442.4816850693128
207,18495,436.8927813247792
208,18496,425.7417791294509
209,18497,435.6597378127957
210,18498,446.38185530830356
211,18499,473.6562416875023
212,18500,455.16729033118503
213,18501,424.8505031126362
214,18502,426.3918075026155
215,18503,416.3130170568384
216,18504,371.67960339946853
217,18505,296.61976879199847
218,18506,251.03168550611684
219,18507,207.41851339126947
220,18508,174.58478954106408
221,18509,156.2821846750573
222,18510,168.04578599817475
223,18511,194.88872579443992
224,18512,224.4265276568658
225,18513,290.0081096541882
226,18514,411.63357555193136
227,18515,456.34979169876124
228,18516,461.1846912880493
229,18517,407.88190483237474
230,18518,436.12511609439025
231,18519,430.61650098856217
232,18520,419.625690993241
233,18521,429.40117103715636
234,18522,439.969257571119
235,18523,466.8518276918867
236,18524,448.6284834748842
237,18525,418.74721880010475
238,18526,420.2663812393619
239,18527,410.3323798974375
240,18528,521.2663757538501
241,18529,415.99783910921786
242,18530,352.06230233332445
243,18531,290.8965026620373
244,18532,244.84846538110918
245,18533,219.17976465581188
246,18534,235.67776393107533
247,18535,273.32395655020446
248,18536,314.7495897669238
249,18537,406.725240976406
250,18538,577.3002879470376
251,18539,640.0130645295933
252,18540,646.7938256017397
253,18541,572.0387137817656
254,18542,611.6487333780744
255,18543,603.9231121565305
256,18544,588.508923052635
257,18545,602.2186585536957
258,18546,617.0399942305182
259,18547,654.7417668584358
260,18548,629.184226150714
261,18549,587.2768995244984
262,18550,589.4074665280417
263,18551,575.4754109918291
264,18552,514.8453736363266
265,18553,410.87354348983797
266,18554,347.7255699179385
267,18555,287.3132156010374
268,18556,241.83240183315678
269,18557,216.47989027596537
270,18558,232.77466583834655
271,18559,269.9571295584565
272,18560,310.8724784158218
273,18561,401.71516598397454
274,18562,570.1890554874453
275,18563,632.1293309267036
276,18564,638.8265660258968
277,18565,564.9922938257764
278,18566,604.1143939407351
279,18567,596.4839375572282
280,18568,581.2596217033249
281,18569,594.8004795541522
282,18570,609.4392447982899
283,18571,646.6766038880655
284,18572,621.4338830702046
285,18573,580.0427743424052
286,18574,582.1470968462501
287,18575,568.386657516761
288,18576,530.3377092616711
289,18577,423.23723783627975
290,18578,358.18906344539164
291,18579,295.95882648465073
292,18580,249.10943864096708
293,18581,222.99403857763005
294,18582,239.77914413981114
295,18583,278.0804742940516
296,18584,320.2270167275568
297,18585,413.8032733962222
298,18586,587.3467511177248
299,18587,651.1508862417923
300,18588,658.0496494487079
301,18589,581.9936124544354
302,18590,622.2929450675099
303,18591,614.4328787907783
304,18592,598.750444396916
305,18593,612.698763449149
306,18594,627.7780272894012
307,18595,666.135904683043
308,18596,640.1335990985071
309,18597,597.4969805901942
310,18598,599.6646247672305
311,18599,585.490116757394
312,18600,514.0415877812952
313,18601,410.2320803256044
314,18602,347.18269450554294
315,18603,286.8646570425082
316,18604,241.45484873889686
317,18605,216.14191797862566
318,18606,232.4112538443938
319,18607,269.53566763354604
320,18608,310.3871387125545
321,18609,401.0880010433848
322,18610,569.2988660811434
323,18611,631.1424392486047
324,18612,637.8292185039345
325,18613,564.1102176972265
326,18614,603.1712396860104
327,18615,595.5526961082167
328,18616,580.3521487299811
329,18617,593.8718663500462
330,18618,608.4877772906573
331,18619,645.6670007458371
332,18620,620.4636893176199
333,18621,579.137201133042
334,18622,581.2382383307549
335,18623,567.499282046581
336,18624,501.54991625619584
337,18625,400.2630729178499
338,18626,338.74584370971326
339,18627,279.8935886443227
340,18628,235.5872794015457
341,18629,210.88947555689947
342,18630,226.7634519723868
343,18631,262.9857092169342
344,18632,302.8444529171353
345,18633,391.34120296170056
346,18634,555.4643931440572
347,18635,615.8051120283062
348,18636,622.3293965516845
349,18637,550.4018335685398
350,18638,588.5136376969076
351,18639,581.0802315596161
352,18640,566.2490711130297
353,18641,579.4402474717722
354,18642,593.7009786704128
355,18643,629.9767136569554
356,18644,605.3858652962986
357,18645,565.0636478321419
358,18646,567.1136279419466
359,18647,553.7085406152248
360,18648,385.7439189457829
361,18649,307.84382840519663
362,18650,260.5306970332213
363,18651,215.267207255019
364,18652,181.1910588849684
365,18653,162.19588545237718
366,18654,174.4046201631117
367,18655,202.26329386576407
368,18656,232.91880292045465
369,18657,300.9819848086528
370,18658,427.2097450351888
371,18659,473.6180179109166
372,18660,478.635869571926
373,18661,423.31611150588117
374,18662,452.6280427934163
375,18663,446.9109822943975
376,18664,435.50428125079185
